track_id,track_name,album_id,album_name,release_date,duration_ms,duration_min,explicit,track_number,artists,track_url
2ZkoxmgelPYH53iwhA4fVq,Trailer Theme,0dDLAJk4nXXxXZxl0F1W7z,Madharaasi (Original Motion Picture Soundtrack) (Telugu),2025-08-30,118000,1.97,False,9,Anirudh Ravichander,https://open.spotify.com/track/2ZkoxmgelPYH53iwhA4fVq
3el3RWDQWpOkbnB2Czq7FS,Tadapaa,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,207013,3.45,False,1,"Anirudh Ravichander, Dhanunjay Seepana, Ritesh G Rao",https://open.spotify.com/track/3el3RWDQWpOkbnB2Czq7FS
7IgvOdKwZuyuaVi6N89CzM,Kaise Karu,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,235000,3.92,False,2,"Anirudh Ravichander, Adithya RK, Ritesh G Rao",https://open.spotify.com/track/7IgvOdKwZuyuaVi6N89CzM
6BNMFynlEsieGKlqA8SSc0,Madharaasi Theme,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,73099,1.22,False,3,Anirudh Ravichander,https://open.spotify.com/track/6BNMFynlEsieGKlqA8SSc0
4IiRgyP87JqypA8viWyZah,Happy Street,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,260000,4.33,False,4,"Anirudh Ravichander, Priya Mali, Ritesh G Rao",https://open.spotify.com/track/4IiRgyP87JqypA8viWyZah
631MUAWDCBcp30nFTZwErI,Animal Instinct,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,37299,0.62,False,5,Anirudh Ravichander,https://open.spotify.com/track/631MUAWDCBcp30nFTZwErI
1AgZmcVEYJuOE4SkUFVCom,Teri Judaai,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,202917,3.38,False,6,"Anirudh Ravichander, Deepu, Ritesh G Rao",https://open.spotify.com/track/1AgZmcVEYJuOE4SkUFVCom
1rjJQUeu1LNF6Hy1GQl6k0,Madharaasi Flow,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,40000,0.67,False,7,"Anirudh Ravichander, Kwame Fyah",https://open.spotify.com/track/1rjJQUeu1LNF6Hy1GQl6k0
62V9jala0waEfzm0wbXptI,Naina Tere,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,237018,3.95,False,8,"Anirudh Ravichander, Ritesh G Rao",https://open.spotify.com/track/62V9jala0waEfzm0wbXptI
3kxW4zgYTCojVLpKQ7P8sG,Trailer Theme,1REI2pjvJnuFtRYBAZyjaT,Dil Madharaasi (Original Motion Picture Soundtrack),2025-08-30,118000,1.97,False,9,Anirudh Ravichander,https://open.spotify.com/track/3kxW4zgYTCojVLpKQ7P8sG
07dj2zpMixBXxQuwp4erRD,Salambala,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,207219,3.45,False,1,"Anirudh Ravichander, Sai Abhyankkar, Super Subu",https://open.spotify.com/track/07dj2zpMixBXxQuwp4erRD
4Z4ROm8D9FUVc7QBJIoaqJ,Vazhiyiraen,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,235613,3.93,False,2,"Anirudh Ravichander, Kwame Fyah, Vignesh Shivan",https://open.spotify.com/track/4Z4ROm8D9FUVc7QBJIoaqJ
33qEQhsv2A8B0KXbor7Txe,Madharaasi Theme,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,72983,1.22,False,3,Anirudh Ravichander,https://open.spotify.com/track/33qEQhsv2A8B0KXbor7Txe
67TUMVwFfUVghczCSqfAK5,Unadhu Enadhu,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,260000,4.33,False,4,"Anirudh Ravichander, Shilpa Rao, Ravi G, Adesh Krishna",https://open.spotify.com/track/67TUMVwFfUVghczCSqfAK5
6rkVw9hd2vTxSr0fw14yG1,Animal Instinct,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,37299,0.62,False,5,Anirudh Ravichander,https://open.spotify.com/track/6rkVw9hd2vTxSr0fw14yG1
0nXKHpzVbVPtoGLyvabo5V,Usara Uruvi,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,203593,3.39,False,6,"Anirudh Ravichander, Ravi G, Vishnu Edavan",https://open.spotify.com/track/0nXKHpzVbVPtoGLyvabo5V
689JrLr1fDaKtNWd6Vezq7,Madharaasi Flow,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,40000,0.67,False,7,"Anirudh Ravichander, Kwame Fyah",https://open.spotify.com/track/689JrLr1fDaKtNWd6Vezq7
2unhBSPWS4Cpn5EfIKbAxG,Thangapoovey,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,240845,4.01,False,8,"Anirudh Ravichander, Ravi G, Vivek",https://open.spotify.com/track/2unhBSPWS4Cpn5EfIKbAxG
1BgWArVU7fiQPxQoOUaS9t,Mudinja Thodra,7HUzJeQvFdJDWueJi6pofV,Madharaasi (Original Motion Picture Soundtrack),2025-08-27,117802,1.96,False,9,Anirudh Ravichander,https://open.spotify.com/track/1BgWArVU7fiQPxQoOUaS9t
